sku,sort_order,url
FI2,3,https://www.diptyque-cn.com/media/catalog/product/f/i/fi2_1_ikdaafysrr5edx2z.jpg
FI2,4,https://www.diptyque-cn.com/media/catalog/product/f/i/fi2_3_bnvtgrhiqs3aotnz.jpg
FI2,5,https://www.diptyque-cn.com/media/catalog/product/f/i/fi2_2_xyvqxecc461hia60.jpg
FI2,6,https://www.diptyque-cn.com/media/catalog/product/h/e/herbier_ctm_visuel_figuier-190g_2024_rvb_hd_diptyque_rvb_2025x2700px.jpg
FIV3,1,https://www.diptyque-cn.com/media/catalog/product/cache/92fa2b1df8db014d76385e086405e64c/f/i/fiv3_1_slmidb6yahh2otni.jpg
FIV3,2,https://www.diptyque-cn.com/media/catalog/product/cache/0987c99951d906691ae11a3724116354/f/i/fiv3_1_slmidb6yahh2otni.jpg
FIV3,3,https://www.diptyque-cn.com/media/catalog/product/f/i/fiv3_1_slmidb6yahh2otni.jpg
FIV3,4,https://www.diptyque-cn.com/media/catalog/product/f/i/fiv3_2_m5whrpqhjfcc0bx8.jpg
FIV3,5,https://www.diptyque-cn.com/media/catalog/product/f/i/fiv3_3_rjpa1nfu2ozxkjp3.jpg
JA3,1,https://www.diptyque-cn.com/media/catalog/product/cache/92fa2b1df8db014d76385e086405e64c/j/a/ja3_1_vw1jtkp4smfoqpl9.jpg
JA3,2,https://www.diptyque-cn.com/media/catalog/product/cache/0987c99951d906691ae11a3724116354/j/a/ja3_1_vw1jtkp4smfoqpl9.jpg
JA3,3,https://www.diptyque-cn.com/media/catalog/product/j/a/ja3_1_vw1jtkp4smfoqpl9.jpg
JA3,4,https://www.diptyque-cn.com/media/catalog/product/j/a/ja3_3_9jofbe0mx5tyiet8.jpg
JA3,5,https://www.diptyque-cn.com/media/catalog/product/j/a/ja3_2_cjjql4q95ntvaiyi.jpg
JA3,6,https://www.diptyque-cn.com/media/catalog/product/h/e/herbier_ctm_visuel_jasmin-190g_2026_rvb_bd_2025x2700px.jpg
